date,Ozempic,semaglutide,Novo Nordisk,weight loss drug
2020-04-17,40.29591645537139,7.251282051282051,52.61415525114156,0.0
2020-04-18,34.6544881516194,5.438461538461539,23.98586489390277,5.199999999999999
2020-04-19,29.818978176974827,0.0,17.02222669889874,0.0
2020-04-20,49.96693640466052,5.438461538461539,47.97172978780554,3.4666666666666663
2020-04-21,52.384691391982805,0.0,54.935367982809574,3.4666666666666663
2020-04-22,48.35509974644567,5.438461538461539,44.87677947891486,4.333333333333333
2020-04-23,45.937344759123384,4.532051282051282,46.4242546333602,6.933333333333333
2020-04-24,37.07224313894168,6.3448717948717945,44.87677947891486,4.333333333333333
2020-04-25,33.04265149340454,0.0,22.43838973945743,5.199999999999999
2020-04-26,27.401223189652544,0.0,17.79596427612141,5.199999999999999
2020-04-27,49.161018075553095,4.532051282051282,47.97172978780554,3.4666666666666663
2020-04-28,46.74326308823081,6.3448717948717945,47.97172978780554,4.333333333333333
2020-04-29,46.74326308823081,6.3448717948717945,53.38789282836423,4.333333333333333
2020-04-30,46.74326308823081,5.438461538461539,51.84041767391889,6.066666666666666
2020-05-01,36.26632480983425,4.532051282051282,35.59192855224282,5.199999999999999
2020-05-02,29.0130598478674,0.0,19.34343943056675,5.199999999999999
2020-05-03,26.595304860545117,4.532051282051282,18.56970185334408,5.199999999999999
2020-05-04,41.10183478447882,6.3448717948717945,46.4242546333602,6.066666666666666
2020-05-05,46.74326308823081,3.6256410256410256,47.97172978780554,3.4666666666666663
2020-05-06,48.35509974644567,8.157692307692308,63.44648133225894,6.066666666666666
2020-05-07,47.54918141733824,4.532051282051282,54.935367982809574,4.333333333333333
2020-05-08,45.131426430015956,4.532051282051282,36.36566612946549,4.333333333333333
2020-05-09,31.430814835189683,6.3448717948717945,24.75960247112544,4.333333333333333
2020-05-10,29.0130598478674,3.6256410256410256,20.11717700778942,4.333333333333333
2020-05-11,49.96693640466052,6.3448717948717945,50.29294251947355,3.4666666666666663
2020-05-12,52.384691391982805,8.157692307692308,52.61415525114156,5.199999999999999
2020-05-13,56.414283037519944,8.157692307692308,39.46061643835617,5.199999999999999
2020-05-14,58.0261196957348,8.157692307692308,54.1616304055869,6.066666666666666
2020-05-15,48.35509974644567,8.157692307692308,44.87677947891486,5.199999999999999
2020-05-16,33.84856982251197,4.532051282051282,19.34343943056675,0.0
2020-05-17,33.84856982251197,0.0,20.11717700778942,3.4666666666666663
2020-05-18,49.96693640466052,7.251282051282051,43.32930432446952,4.333333333333333
2020-05-19,52.384691391982805,6.3448717948717945,46.4242546333602,5.199999999999999
2020-05-20,58.0261196957348,6.3448717948717945,44.10304190169219,6.066666666666666
2020-05-21,55.608364708412516,7.251282051282051,27.08081520279345,4.333333333333333
2020-05-22,57.22020136662737,6.3448717948717945,33.27071582057481,9.533333333333333
2020-05-23,35.460406480726824,4.532051282051282,19.34343943056675,8.666666666666666
2020-05-24,31.430814835189683,0.0,20.89091458501209,6.066666666666666
2020-05-25,43.5195897718011,5.438461538461539,39.46061643835617,5.199999999999999
2020-05-26,47.54918141733824,6.3448717948717945,50.29294251947355,5.199999999999999
2020-05-27,53.19060972109023,9.064102564102564,58.03031829170025,4.333333333333333
2020-05-28,53.99652805019766,8.157692307692308,48.74546736502821,6.066666666666666
2020-05-29,47.54918141733824,6.3448717948717945,44.10304190169219,5.199999999999999
2020-05-30,27.401223189652544,0.0,17.79596427612141,5.199999999999999
2020-05-31,29.818978176974827,0.0,19.34343943056675,5.199999999999999
2020-06-01,49.96693640466052,8.157692307692308,29.40202793446146,5.199999999999999
2020-06-02,62.05571134127194,8.157692307692308,45.65051705613753,3.4666666666666663
2020-06-03,55.608364708412516,8.157692307692308,44.10304190169219,5.199999999999999
2020-06-04,61.24979301216451,9.97051282051282,47.19799221058287,4.333333333333333
2020-06-05,62.861629670379365,6.3448717948717945,40.23435401557884,4.333333333333333
2020-06-06,43.5195897718011,3.6256410256410256,18.56970185334408,0.0
2020-06-07,37.87816146804911,0.0,23.98586489390277,4.333333333333333
2020-06-08,61.24979301216451,8.157692307692308,46.4242546333602,6.066666666666666
2020-06-09,62.861629670379365,7.251282051282051,48.74546736502821,4.333333333333333
2020-06-10,62.05571134127194,8.157692307692308,47.97172978780554,0.0
2020-06-11,64.47346632859423,7.251282051282051,45.65051705613753,6.066666666666666
2020-06-12,61.24979301216451,6.3448717948717945,46.4242546333602,6.066666666666666
2020-06-13,40.29591645537139,0.0,19.34343943056675,0.0
2020-06-14,40.29591645537139,4.532051282051282,20.11717700778942,4.333333333333333
2020-06-15,65.27938465770166,7.251282051282051,47.97172978780554,4.333333333333333
2020-06-16,64.47346632859423,9.064102564102564,47.19799221058287,6.066666666666666
2020-06-17,62.05571134127194,6.3448717948717945,47.97172978780554,3.4666666666666663
2020-06-18,62.05571134127194,8.157692307692308,44.87677947891486,4.333333333333333
2020-06-19,58.0261196957348,6.3448717948717945,49.51920494225088,5.199999999999999
2020-06-20,38.684079797156535,8.157692307692308,23.98586489390277,8.666666666666666
2020-06-21,45.131426430015956,0.0,17.79596427612141,4.333333333333333
2020-06-22,59.637956353949654,7.251282051282051,42.55556674724685,4.333333333333333
2020-06-23,62.861629670379365,6.3448717948717945,44.87677947891486,6.066666666666666
2020-06-24,59.637956353949654,9.97051282051282,46.4242546333602,5.199999999999999
2020-06-25,60.44387468305708,9.064102564102564,48.74546736502821,5.199999999999999
2020-06-26,66.89122131591651,8.157692307692308,38.6868788611335,4.333333333333333
2020-06-27,38.684079797156535,3.6256410256410256,20.11717700778942,6.066666666666666
2020-06-28,40.29591645537139,6.3448717948717945,18.56970185334408,3.4666666666666663
2020-06-29,55.608364708412516,8.157692307692308,44.87677947891486,6.066666666666666
2020-06-30,74.14448627788336,7.251282051282051,47.97172978780554,4.333333333333333
2020-07-01,64.47346632859423,7.251282051282051,44.10304190169219,5.199999999999999
2020-07-02,62.05571134127194,9.97051282051282,47.19799221058287,3.4666666666666663
2020-07-03,44.32550810090853,8.157692307692308,37.91314128391083,3.4666666666666663
2020-07-04,30.624896506082255,0.0,16.24848912167607,0.0
2020-07-05,33.84856982251197,5.438461538461539,19.34343943056675,5.199999999999999
2020-07-06,64.47346632859423,5.438461538461539,46.4242546333602,5.199999999999999
2020-07-07,73.33856794877593,9.97051282051282,43.32930432446952,8.666666666666666
2020-07-08,71.72673129056108,8.157692307692308,53.38789282836423,6.066666666666666
2020-07-09,65.27938465770166,10.876923076923077,40.23435401557884,4.333333333333333
2020-07-10,64.47346632859423,6.3448717948717945,44.10304190169219,3.4666666666666663
2020-07-11,43.5195897718011,0.0,19.34343943056675,0.0
2020-07-12,44.32550810090853,0.0,18.56970185334408,3.4666666666666663
2020-07-13,65.27938465770166,7.251282051282051,45.65051705613753,4.333333333333333
2020-07-14,72.5326496196685,9.064102564102564,44.10304190169219,5.199999999999999
2020-07-15,74.14448627788336,6.3448717948717945,44.87677947891486,5.199999999999999
2020-07-16,70.92081296145365,17.22179487179487,40.23435401557884,3.4666666666666663
2020-07-17,67.69713964502394,19.034615384615385,34.81819097502015,4.333333333333333
2020-07-18,46.74326308823081,3.6256410256410256,15.474751544453401,3.4666666666666663
2020-07-19,44.32550810090853,0.0,20.11717700778942,4.333333333333333
2020-07-20,66.08530298680908,9.064102564102564,45.65051705613753,6.066666666666666
2020-07-21,68.50305797413137,9.064102564102564,46.4242546333602,5.199999999999999
2020-07-22,66.08530298680908,9.064102564102564,44.10304190169219,6.066666666666666
2020-07-23,68.50305797413137,9.064102564102564,42.55556674724685,4.333333333333333
2020-07-24,66.89122131591651,7.251282051282051,37.91314128391083,6.933333333333333
2020-07-25,41.907753113586246,0.0,25.53334004834811,4.333333333333333
2020-07-26,37.87816146804911,5.438461538461539,21.66465216223476,6.933333333333333
2020-07-27,64.47346632859423,8.157692307692308,45.65051705613753,3.4666666666666663
2020-07-28,61.24979301216451,9.064102564102564,50.29294251947355,7.799999999999999
2020-07-29,67.69713964502394,7.251282051282051,41.00809159280151,3.4666666666666663
2020-07-30,73.33856794877593,7.251282051282051,42.55556674724685,3.4666666666666663
2020-07-31,65.27938465770166,7.251282051282051,36.36566612946549,0.0
2020-08-01,42.71367144269367,0.0,14.70101396723073,7.799999999999999
2020-08-02,39.48999812626396,7.251282051282051,19.34343943056675,5.199999999999999
2020-08-03,66.08530298680908,7.251282051282051,47.19799221058287,4.333333333333333
2020-08-04,67.69713964502394,11.783333333333333,46.4242546333602,6.933333333333333
2020-08-05,67.69713964502394,7.251282051282051,52.61415525114156,6.066666666666666
2020-08-06,72.5326496196685,11.783333333333333,77.373757722267,4.333333333333333
2020-08-07,66.89122131591651,8.157692307692308,54.935367982809574,0.0
2020-08-08,41.907753113586246,4.532051282051282,20.89091458501209,4.333333333333333
2020-08-09,40.29591645537139,0.0,18.56970185334408,3.4666666666666663
2020-08-10,70.92081296145365,7.251282051282051,45.65051705613753,5.199999999999999
2020-08-11,73.89105836228246,7.456944444444444,54.11521366537484,3.2
2020-08-12,80.69681373775585,9.5875,45.71802533798909,5.333333333333333
2020-08-13,73.89105836228246,8.522222222222222,52.24917181484467,4.266666666666667
2020-08-14,69.02980452265862,4.261111111111111,41.05292071166367,6.4
2020-08-15,45.695786092464154,0.0,23.325523131627087,0.0
2020-08-16,43.751284556614614,4.261111111111111,17.727397580036584,4.266666666666667
2020-08-17,66.1130522188843,7.456944444444444,62.51240199276059,4.266666666666667
2020-08-18,66.1130522188843,10.652777777777779,54.11521366537484,4.266666666666667
2020-08-19,64.16855068303477,7.456944444444444,53.182192740109755,5.333333333333333
2020-08-20,68.05755375473385,9.5875,46.65104626325417,8.533333333333333
2020-08-21,65.14080145095954,6.391666666666667,41.05292071166367,4.266666666666667
2020-08-22,45.695786092464154,5.326388888888889,19.59343943056675,3.2
2020-08-23,38.89003071699077,0.0,21.459481281096917,4.266666666666667
2020-08-24,67.08530298680908,8.522222222222222,50.383129964314506,4.266666666666667
2020-08-25,65.14080145095954,7.456944444444444,47.584067188519256,3.2
2020-08-26,75.835559898132,9.5875,45.71802533798909,6.4
2020-08-27,65.14080145095954,10.652777777777779,51.31615088957959,7.466666666666667
2020-08-28,62.224049147185234,9.5875,45.71802533798909,5.333333333333333
2020-08-29,39.86228148491554,5.326388888888889,20.526460355831833,5.333333333333333
2020-08-30,44.723535324539384,5.326388888888889,25.191564982157253,5.333333333333333
2020-08-31,67.08530298680908,11.718055555555555,42.91896256219383,6.4
2020-09-01,70.97430605850816,9.5875,47.584067188519256,0.0
2020-09-02,78.7523122019063,9.5875,48.51708811378434,6.4
2020-09-03,77.78006143398154,8.522222222222222,47.584067188519256,5.333333333333333
2020-09-04,67.08530298680908,8.522222222222222,44.78500441272401,5.333333333333333
2020-09-05,45.695786092464154,5.326388888888889,18.660418505301667,3.2
2020-09-06,53.47379223586231,0.0,19.59343943056675,4.266666666666667
2020-09-07,56.390544539636615,6.391666666666667,37.320837010603334,5.333333333333333
2020-09-08,72.9188075943577,9.5875,47.584067188519256,6.4
2020-09-09,74.86330913020723,8.522222222222222,46.65104626325417,3.2
2020-09-10,75.835559898132,11.718055555555555,41.98594163692875,4.266666666666667
2020-09-11,68.05755375473385,7.456944444444444,42.91896256219383,5.333333333333333
2020-09-12,48.61253839623846,4.261111111111111,21.459481281096917,5.333333333333333
2020-09-13,49.58478916416323,4.261111111111111,20.526460355831833,4.266666666666667
2020-09-14,73.89105836228246,7.456944444444444,43.85198348745892,4.266666666666667
2020-09-15,79.72456296983108,12.783333333333333,48.51708811378434,6.4
2020-09-16,78.7523122019063,11.718055555555555,46.65104626325417,5.333333333333333
2020-09-17,76.80781066605677,9.5875,47.584067188519256,6.4
2020-09-18,70.97430605850816,9.5875,44.78500441272401,6.4
2020-09-19,54.44604300378708,4.261111111111111,17.727397580036584,0.0
2020-09-20,50.557039932088,6.391666666666667,20.526460355831833,3.2
2020-09-21,70.00205529058339,8.522222222222222,48.51708811378434,5.333333333333333
2020-09-22,75.835559898132,10.652777777777779,45.71802533798909,6.4
2020-09-23,75.835559898132,12.783333333333333,50.383129964314506,5.333333333333333
2020-09-24,75.835559898132,13.848611111111111,48.51708811378434,6.4
2020-09-25,66.1130522188843,9.5875,39.1868788611335,3.2
2020-09-26,52.50154146793754,5.326388888888889,18.660418505301667,6.4
2020-09-27,44.723535324539384,5.326388888888889,18.660418505301667,3.2
2020-09-28,73.89105836228246,8.522222222222222,44.78500441272401,4.266666666666667
2020-09-29,72.9188075943577,9.5875,48.51708811378434,8.533333333333333
2020-09-30,73.89105836228246,9.5875,44.78500441272401,4.266666666666667
2020-10-01,69.02980452265862,6.391666666666667,46.65104626325417,6.4
2020-10-02,69.02980452265862,6.391666666666667,41.05292071166367,3.2
2020-10-03,49.58478916416323,7.456944444444444,23.325523131627087,0.0
2020-10-04,38.89003071699077,5.326388888888889,17.727397580036584,5.333333333333333
2020-10-05,72.9188075943577,7.456944444444444,40.119899786398584,6.4
2020-10-06,80.69681373775585,10.652777777777779,47.584067188519256,7.466666666666667
2020-10-07,81.66906450568062,9.5875,47.584067188519256,6.4
2020-10-08,69.02980452265862,11.718055555555555,51.31615088957959,4.266666666666667
2020-10-09,72.9188075943577,6.391666666666667,66.24448569382092,4.266666666666667
2020-10-10,52.50154146793754,7.456944444444444,24.25854405689217,4.266666666666667
2020-10-11,50.557039932088,5.326388888888889,19.59343943056675,4.266666666666667
2020-10-12,70.00205529058339,8.522222222222222,45.71802533798909,4.266666666666667
2020-10-13,80.69681373775585,9.5875,46.65104626325417,5.333333333333333
2020-10-14,83.61356604153016,12.783333333333333,49.45010903904942,6.4
2020-10-15,83.61356604153016,8.522222222222222,48.51708811378434,4.266666666666667
2020-10-16,90.41932141700354,8.522222222222222,43.85198348745892,5.333333333333333
2020-10-17,52.50154146793754,4.261111111111111,21.459481281096917,4.266666666666667
2020-10-18,55.41829377171185,5.326388888888889,17.727397580036584,3.2
2020-10-19,89.44707064907877,7.456944444444444,51.31615088957959,4.266666666666667
2020-10-20,89.44707064907877,10.652777777777779,40.119899786398584,6.4
2020-10-21,89.44707064907877,9.5875,50.383129964314506,5.333333333333333
2020-10-22,84.58581680945493,14.913888888888888,44.78500441272401,6.4
2020-10-23,86.53031834530447,8.522222222222222,47.584067188519256,6.4
2020-10-24,54.44604300378708,8.522222222222222,17.727397580036584,4.266666666666667
2020-10-25,55.41829377171185,6.391666666666667,19.59343943056675,7.466666666666667
2020-10-26,91.39157218492831,10.652777777777779,43.85198348745892,5.333333333333333
2020-10-27,84.58581680945493,11.718055555555555,49.45010903904942,4.266666666666667
2020-10-28,85.5580675773797,9.5875,48.51708811378434,0.0
2020-10-29,75.835559898132,8.522222222222222,46.65104626325417,4.266666666666667
2020-10-30,68.05755375473385,7.456944444444444,58.780318291700254,5.333333333333333
2020-10-31,47.64028762831369,0.0,21.459481281096917,3.2
2020-11-01,37.917779949066,6.391666666666667,17.727397580036584,5.333333333333333
2020-11-02,76.80781066605677,6.391666666666667,48.51708811378434,5.333333333333333
2020-11-03,79.72456296983108,9.5875,45.71802533798909,0.0
2020-11-04,75.835559898132,5.326388888888889,44.78500441272401,0.0
2020-11-05,70.00205529058339,7.456944444444444,49.45010903904942,3.2
2020-11-06,73.89105836228246,8.522222222222222,46.65104626325417,4.266666666666667
2020-11-07,61.251798379260464,4.261111111111111,24.25854405689217,5.333333333333333
2020-11-08,47.64028762831369,6.391666666666667,21.459481281096917,0.0
2020-11-09,83.61356604153016,9.5875,60.64636014223042,6.4
2020-11-10,84.58581680945493,9.5875,55.981255515905005,5.333333333333333
2020-11-11,77.78006143398154,10.652777777777779,54.11521366537484,5.333333333333333
2020-11-12,94.30832448870262,11.718055555555555,52.24917181484467,7.466666666666667
2020-11-13,89.44707064907877,11.718055555555555,47.584067188519256,4.266666666666667
2020-11-14,54.44604300378708,8.522222222222222,26.124585907422336,0.0
2020-11-15,57.362795307561385,5.326388888888889,24.25854405689217,4.266666666666667
2020-11-16,85.5580675773797,12.783333333333333,49.45010903904942,3.2
2020-11-17,86.53031834530447,10.652777777777779,46.65104626325417,3.2
2020-11-18,82.64131527360539,12.783333333333333,47.584067188519256,4.266666666666667
2020-11-19,90.41932141700354,12.783333333333333,44.78500441272401,5.333333333333333
2020-11-20,84.58581680945493,10.652777777777779,44.78500441272401,4.266666666666667
2020-11-21,57.362795307561385,5.326388888888889,20.526460355831833,4.266666666666667
2020-11-22,53.47379223586231,5.326388888888889,16.7943766547715,5.333333333333333
2020-11-23,78.7523122019063,8.522222222222222,44.78500441272401,5.333333333333333
2020-11-24,77.78006143398154,13.848611111111111,53.182192740109755,4.266666666666667
2020-11-25,78.7523122019063,8.522222222222222,49.45010903904942,5.333333333333333
2020-11-26,70.00205529058339,9.5875,44.78500441272401,0.0
2020-11-27,60.279547611335694,4.261111111111111,42.91896256219383,3.2
2020-11-28,49.58478916416323,4.261111111111111,17.727397580036584,3.2
2020-11-29,48.61253839623846,6.391666666666667,18.660418505301667,0.0
2020-11-30,78.7523122019063,9.5875,44.78500441272401,5.333333333333333
2020-12-01,83.61356604153016,9.5875,46.65104626325417,4.266666666666667
2020-12-02,89.44707064907877,10.652777777777779,49.45010903904942,4.266666666666667
2020-12-03,88.474819881154,11.718055555555555,45.71802533798909,4.266666666666667
2020-12-04,85.5580675773797,10.652777777777779,41.98594163692875,4.266666666666667
2020-12-05,64.16855068303477,3.1958333333333333,20.526460355831833,0.0
2020-12-06,54.44604300378708,0.0,18.660418505301667,4.266666666666667
2020-12-07,81.66906450568062,10.652777777777779,43.85198348745892,5.333333333333333
2020-12-08,80.69681373775585,12.783333333333333,46.65104626325417,0.0
2020-12-09,97.22507679247693,11.718055555555555,52.24917181484467,6.4
2020-12-10,88.474819881154,12.783333333333333,48.51708811378434,4.266666666666667
2020-12-11,74.86330913020723,10.652777777777779,40.119899786398584,3.2
2020-12-12,51.52929070001277,4.261111111111111,22.392502206362003,0.0
2020-12-13,63.196299915110004,8.522222222222222,19.59343943056675,0.0
2020-12-14,82.64131527360539,9.5875,44.78500441272401,4.266666666666667
2020-12-15,86.53031834530447,8.522222222222222,45.71802533798909,5.333333333333333
2020-12-16,80.69681373775585,13.848611111111111,48.51708811378434,3.2
2020-12-17,81.66906450568062,12.783333333333333,51.31615088957959,3.2
2020-12-18,78.7523122019063,7.456944444444444,47.584067188519256,4.266666666666667
2020-12-19,56.390544539636615,5.326388888888889,24.25854405689217,0.0
2020-12-20,57.362795307561385,5.326388888888889,20.526460355831833,0.0
2020-12-21,72.9188075943577,7.456944444444444,44.78500441272401,4.266666666666667
2020-12-22,70.00205529058339,11.718055555555555,42.91896256219383,5.333333333333333
2020-12-23,68.05755375473385,9.5875,36.38781608533825,0.0
2020-12-24,46.66803686038892,9.5875,20.526460355831833,0.0
2020-12-25,38.89003071699077,7.456944444444444,13.995313878976251,0.0
2020-12-26,41.80678302076508,4.261111111111111,18.660418505301667,0.0
2020-12-27,42.77903378868985,6.391666666666667,21.459481281096917,4.266666666666667
2020-12-28,71.94655682643292,7.456944444444444,39.1868788611335,0.0
2020-12-29,74.86330913020723,9.5875,39.1868788611335,5.333333333333333
2020-12-30,78.7523122019063,9.5875,34.521774234808085,0.0
2020-12-31,69.02980452265862,6.391666666666667,28.923648683217586,3.2
2021-01-01,47.64028762831369,5.326388888888889,17.727397580036584,4.266666666666667
2021-01-02,58.335046075486154,6.391666666666667,22.392502206362003,4.266666666666667
2021-01-03,58.335046075486154,5.326388888888889,19.59343943056675,6.4
2021-01-04,86.53031834530447,12.783333333333333,55.04823459063992,3.2
2021-01-05,94.30832448870262,10.652777777777779,51.31615088957959,6.4
2021-01-06,79.72456296983108,6.391666666666667,52.24917181484467,4.266666666666667
2021-01-07,83.61356604153016,9.5875,44.78500441272401,6.4
2021-01-08,95.28057525662739,11.718055555555555,48.51708811378434,4.266666666666667
2021-01-09,66.1130522188843,5.326388888888889,22.392502206362003,0.0
2021-01-10,59.307296843410924,6.391666666666667,23.325523131627087,6.4
2021-01-11,85.5580675773797,10.652777777777779,49.45010903904942,4.266666666666667
2021-01-12,94.30832448870262,8.522222222222222,49.45010903904942,0.0
2021-01-13,89.44707064907877,10.652777777777779,55.981255515905005,0.0
2021-01-14,87.53725565332329,4.228472222222222,42.728932668958,2.6333333333333333
2021-01-15,87.53725565332329,8.456944444444444,48.07004925257775,2.6333333333333333
2021-01-16,64.19398747910374,4.228472222222222,21.364466334479,0.0
2021-01-17,52.52235339199397,4.228472222222222,21.364466334479,2.6333333333333333
2021-01-18,81.7014386097684,8.456944444444444,42.728932668958,2.6333333333333333
2021-01-19,93.37307269687817,8.456944444444444,42.728932668958,2.6333333333333333
2021-01-20,81.7014386097684,8.456944444444444,48.07004925257775,0.0
2021-01-21,87.53725565332329,4.228472222222222,48.07004925257775,2.6333333333333333
2021-01-22,81.7014386097684,8.456944444444444,42.728932668958,2.6333333333333333
2021-01-23,64.19398747910374,4.228472222222222,21.364466334479,0.0
2021-01-24,58.35817043554886,4.228472222222222,21.364466334479,2.6333333333333333
2021-01-25,87.53725565332329,4.228472222222222,42.728932668958,2.6333333333333333
2021-01-26,99.20888974043305,8.456944444444444,48.07004925257775,2.6333333333333333
2021-01-27,93.37307269687817,8.456944444444444,42.728932668958,2.6333333333333333
2021-01-28,93.37307269687817,8.456944444444444,48.07004925257775,2.6333333333333333
2021-01-29,93.37307269687817,4.228472222222222,42.728932668958,2.6333333333333333
2021-01-30,64.19398747910374,4.228472222222222,21.364466334479,0.0
2021-01-31,70.02980452265862,0.0,21.364466334479,0.0
2021-02-01,81.7014386097684,8.456944444444444,42.728932668958,2.6333333333333333
2021-02-02,87.53725565332329,8.456944444444444,48.07004925257775,2.6333333333333333
2021-02-03,87.53725565332329,8.456944444444444,80.11674875429625,0.0
2021-02-04,87.53725565332329,8.456944444444444,53.411165836197505,2.6333333333333333
2021-02-05,75.8656215662135,4.228472222222222,42.728932668958,2.6333333333333333
2021-02-06,58.35817043554886,4.228472222222222,32.0466995017185,2.6333333333333333
2021-02-07,58.35817043554886,4.228472222222222,16.02334975085925,2.6333333333333333
2021-02-08,87.53725565332329,4.228472222222222,48.07004925257775,2.6333333333333333
2021-02-09,93.37307269687817,8.456944444444444,42.728932668958,0.0
2021-02-10,93.37307269687817,12.685416666666665,48.07004925257775,2.6333333333333333
2021-02-11,100.0,100.0,85.457865337916,18.433333333333334
2021-02-12,100.0,100.0,69.43451558705675,7.9
2021-02-13,99.20888974043305,100.0,26.705582918098752,5.266666666666667
2021-02-14,87.53725565332329,76.1125,26.705582918098752,5.266666666666667
2021-02-15,100.0,88.79791666666667,53.411165836197505,5.266666666666667
2021-02-16,100.0,80.34097222222222,48.07004925257775,5.266666666666667
2021-02-17,100.0,54.97013888888888,53.411165836197505,5.266666666666667
2021-02-18,100.0,33.827777777777776,53.411165836197505,2.6333333333333333
2021-02-19,100.0,38.05625,48.07004925257775,2.6333333333333333
2021-02-20,93.37307269687817,38.05625,26.705582918098752,2.6333333333333333
2021-02-21,81.7014386097684,29.599305555555553,21.364466334479,2.6333333333333333
2021-02-22,100.0,29.599305555555553,48.07004925257775,2.6333333333333333
2021-02-23,99.20888974043305,21.14236111111111,48.07004925257775,2.6333333333333333
2021-02-24,100.0,21.14236111111111,48.07004925257775,2.6333333333333333
2021-02-25,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-02-26,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-02-27,75.8656215662135,12.685416666666665,16.02334975085925,2.6333333333333333
2021-02-28,75.8656215662135,16.913888888888888,21.364466334479,2.6333333333333333
2021-03-01,99.20888974043305,12.685416666666665,42.728932668958,2.6333333333333333
2021-03-02,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-03-03,100.0,21.14236111111111,42.728932668958,2.6333333333333333
2021-03-04,100.0,25.37083333333333,48.07004925257775,2.6333333333333333
2021-03-05,93.37307269687817,25.37083333333333,42.728932668958,2.6333333333333333
2021-03-06,75.8656215662135,16.913888888888888,21.364466334479,2.6333333333333333
2021-03-07,58.35817043554886,21.14236111111111,21.364466334479,2.6333333333333333
2021-03-08,99.20888974043305,21.14236111111111,48.07004925257775,2.6333333333333333
2021-03-09,100.0,12.685416666666665,48.07004925257775,2.6333333333333333
2021-03-10,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-03-11,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-03-12,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-03-13,70.02980452265862,8.456944444444444,26.705582918098752,2.6333333333333333
2021-03-14,70.02980452265862,8.456944444444444,21.364466334479,2.6333333333333333
2021-03-15,99.20888974043305,12.685416666666665,48.07004925257775,2.6333333333333333
2021-03-16,99.20888974043305,12.685416666666665,48.07004925257775,2.6333333333333333
2021-03-17,99.20888974043305,12.685416666666665,48.07004925257775,2.6333333333333333
2021-03-18,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-03-19,100.0,12.685416666666665,37.38781608533825,2.6333333333333333
2021-03-20,81.7014386097684,21.14236111111111,32.0466995017185,0.0
2021-03-21,81.7014386097684,25.37083333333333,21.364466334479,2.6333333333333333
2021-03-22,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-03-23,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-03-24,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-03-25,99.20888974043305,16.913888888888888,48.07004925257775,0.0
2021-03-26,100.0,21.14236111111111,48.07004925257775,2.6333333333333333
2021-03-27,75.8656215662135,12.685416666666665,21.364466334479,2.6333333333333333
2021-03-28,70.02980452265862,12.685416666666665,16.02334975085925,2.6333333333333333
2021-03-29,100.0,12.685416666666665,48.07004925257775,2.6333333333333333
2021-03-30,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-03-31,99.20888974043305,16.913888888888888,37.38781608533825,2.6333333333333333
2021-04-01,93.37307269687817,12.685416666666665,37.38781608533825,2.6333333333333333
2021-04-02,81.7014386097684,12.685416666666665,21.364466334479,2.6333333333333333
2021-04-03,64.19398747910374,8.456944444444444,21.364466334479,0.0
2021-04-04,58.35817043554886,4.228472222222222,16.02334975085925,0.0
2021-04-05,99.20888974043305,8.456944444444444,26.705582918098752,2.6333333333333333
2021-04-06,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-04-07,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-04-08,100.0,16.913888888888888,42.728932668958,2.6333333333333333
2021-04-09,100.0,12.685416666666665,37.38781608533825,2.6333333333333333
2021-04-10,99.20888974043305,12.685416666666665,16.02334975085925,2.6333333333333333
2021-04-11,93.37307269687817,8.456944444444444,16.02334975085925,2.6333333333333333
2021-04-12,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-04-13,100.0,16.913888888888888,48.07004925257775,2.6333333333333333
2021-04-14,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-04-15,100.0,12.685416666666665,37.38781608533825,2.6333333333333333
2021-04-16,100.0,12.685416666666665,32.0466995017185,2.6333333333333333
2021-04-17,81.7014386097684,8.456944444444444,16.02334975085925,2.6333333333333333
2021-04-18,70.02980452265862,8.456944444444444,16.02334975085925,0.0
2021-04-19,100.0,12.685416666666665,37.38781608533825,2.6333333333333333
2021-04-20,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-04-21,100.0,21.14236111111111,42.728932668958,2.6333333333333333
2021-04-22,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-04-23,100.0,12.685416666666665,42.728932668958,2.6333333333333333
2021-04-24,81.7014386097684,8.456944444444444,21.364466334479,2.6333333333333333
2021-04-25,70.02980452265862,8.456944444444444,16.02334975085925,0.0
2021-04-26,99.20888974043305,12.685416666666665,37.38781608533825,2.6333333333333333
