date,trend_Ozempic,trend_semaglutide,trend_Novo Nordisk,trend_weight loss drug,price_raw,price_norm,volume,returns,volatility
2021-09-12,100.0,7.603009259259258,21.864466334479,2.0,44.9551887512207,23.358736730114877,7015400,-0.003308791190822175,0.011766386083218176
2021-09-19,100.0,13.685416666666663,15.901430061439273,2.0,45.79513549804688,24.08471559088129,10111200,0.00373998529330538,0.0113973086965349
2021-09-26,100.0,12.164814814814813,17.889108819119183,0.0,45.47451400756836,23.807597517295854,8378800,-0.00128924626723326,0.0116993940247465
2021-10-03,100.0,10.64421296296296,17.889108819119183,2.0,43.2978744506836,21.926294551629002,10048000,-0.00963456932100682,0.01353806106331254
2021-10-10,100.0,9.12361111111111,15.901430061439273,0.0,44.42683792114258,22.90207500107733,8545600,0.00520640415500822,0.01367567995539668
2021-10-17,100.0,9.12361111111111,19.87678757679909,2.0,46.21510696411133,24.447703372713804,7158600,0.00802427736747284,0.01483343283581708
2021-10-24,100.0,10.64421296296296,19.87678757679909,2.0,47.87242889404297,25.880152145402434,8643000,0.0070951873751090395,0.014894092620472341
2021-10-31,100.0,9.12361111111111,17.889108819119183,2.0,49.732948303222656,27.488227617108013,8226600,0.007749122224793301,0.01227702620768832
2021-11-07,100.0,12.164814814814813,23.85214509215891,3.0,51.21866226196289,28.772352987277706,12827400,0.0061821654378633,0.01396791408641094
2021-11-14,100.0,16.726620370370366,25.83982384983882,0.0,51.07415771484375,28.64745549003812,8392400,-0.0005298737158075799,0.01582565662922786
2021-11-21,76.43243243243244,9.62361111111111,17.559882566559214,1.6666666666666667,51.421871185302734,28.947989577598783,6602800,0.0013746287715817,0.015091593226227001
2021-11-28,70.97297297297297,9.62361111111111,17.559882566559214,1.6666666666666667,48.84784698486328,26.723220967349103,6177000,-0.012727101964310825,0.016393202770477
2021-12-05,62.78378378378379,6.41574074074074,17.559882566559214,1.6666666666666667,48.35562133789063,26.29778278834611,8112000,-0.00200005904652678,0.014133087255650139
2021-12-12,62.78378378378379,9.62361111111111,17.559882566559214,1.6666666666666667,51.638633728027344,29.135340769110226,9311000,0.013281279837606918,0.01123244113187446
2021-12-19,68.24324324324324,6.41574074074074,17.559882566559214,1.6666666666666667,48.522708892822266,26.442199125734007,18086200,-0.011549990898689641,0.01580292656166766
2021-12-26,65.51351351351352,6.41574074074074,17.559882566559214,1.6666666666666667,48.96525192260742,26.824695856410706,17129200,0.0026926625274519764,0.02567738321078205
2022-01-02,79.16216216216216,9.62361111111111,21.949853208199016,3.333333333333333,50.57740783691406,28.218106948802706,8419200,0.006574347078963941,0.0269132346260832
2022-01-09,100.0,16.03935185185185,21.949853208199016,1.6666666666666667,45.83126068115234,24.11593914091583,25391600,-0.01942707289930712,0.02817903090305094
2022-01-16,100.0,22.455092592592592,48.28967705803784,3.333333333333333,43.49657440185547,22.09803396812316,14688600,-0.010328338895981259,0.027068478504320682
2022-01-23,92.8108108108108,16.03935185185185,21.949853208199016,13.333333333333334,43.06305694580078,21.723338179303035,11065600,-0.0024483538521238254,0.020676434229189876
2022-01-30,76.43243243243244,12.83148148148148,21.949853208199016,1.6666666666666667,43.69527816772461,22.269776681718703,19260800,0.0030444858413132595,0.014929665778175099
2022-02-06,100.0,12.83148148148148,21.949853208199016,0.0,45.00938415527344,23.405578649369456,20926600,0.006514471592244381,0.019635489033702262
2022-02-13,100.0,16.03935185185185,21.949853208199016,3.333333333333333,44.66617965698242,23.108941735635707,12237400,-0.0010225235497596796,0.02342203313252128
2022-02-20,100.0,16.03935185185185,26.339823849838822,3.333333333333333,45.52418518066406,23.85052907431802,9823600,0.00397917614647576,0.02627702370160016
2022-02-27,100.0,28.87083333333333,26.339823849838822,1.6666666666666667,46.4002571105957,24.60773148511898,8602000,0.005027882410682176,0.026974586696100297
2022-03-06,98.27027027027027,16.03935185185185,21.949853208199016,1.6666666666666667,47.01441192626953,25.138554915415995,11231800,0.0026464806605138403,0.026047802002969737
2022-03-13,98.27027027027027,16.03935185185185,21.949853208199016,1.6666666666666667,45.72739791870117,24.026168961740467,27965800,-0.0052603479329321,0.02306060077261812
2022-03-20,100.0,16.03935185185185,21.949853208199016,1.6666666666666667,50.33807373046875,28.011246808447083,10542600,0.019487922693710757,0.020073250596038338
2022-03-27,100.0,16.03935185185185,17.559882566559214,1.6666666666666667,48.559844970703125,26.474296407633304,8822600,-0.00715732513175074,0.019417605631119238
2022-04-03,100.0,19.24722222222222,26.339823849838822,1.6666666666666667,51.47772216796875,28.996262438850724,8976200,0.01182186166298734,0.0183716581185554
2022-04-10,100.0,19.24722222222222,17.559882566559214,1.6666666666666667,54.96549224853516,32.01079563309474,15018600,0.01333169413938618,0.017899607249276438
2022-04-17,100.0,16.03935185185185,17.559882566559214,1.6666666666666667,53.88951873779297,31.080815218866043,15599800,-0.004807442478325425,0.017442208565352377
2022-04-24,73.61016949152543,18.664074074074072,18.95756809924532,1.3333333333333337,50.47013854980469,28.125392458098208,11844200,-0.012871433398532358,0.01764293425198936
2022-05-01,80.45762711864407,13.33148148148148,22.749081719094388,2.666666666666667,51.97467041015625,29.425782429357707,17651800,0.006228995333065741,0.02114226918376258
2022-05-08,78.74576271186442,18.664074074074072,22.749081719094388,4.0,50.76648712158203,28.38153107562558,18642000,-0.00467012680902034,0.0214556067991121
2022-05-15,99.28813559322036,18.664074074074072,18.95756809924532,2.666666666666667,48.34556198120117,26.289088332016526,17898000,-0.009398103041808659,0.021391981289581162
2022-05-22,83.88135593220339,15.997777777777776,18.95756809924532,1.3333333333333337,49.12517929077149,26.962923534515106,17073200,0.00355779606034994,0.02327278538373746
2022-05-29,75.3220338983051,15.997777777777776,15.16605447939626,2.666666666666667,49.12062072753906,26.958983498370294,11575200,7.436555970759956e-05,0.022482234855045323
2022-06-05,87.30508474576271,29.329259259259256,15.16605447939626,4.0,51.24976348876953,28.799234254799533,12110000,0.010738110481513225,0.0215639693320131
2022-06-12,87.30508474576271,18.664074074074072,18.95756809924532,4.0,50.83031845092773,28.436701472956955,11748800,-0.00144640133384524,0.020895576462419418
2022-06-19,94.15254237288136,18.664074074074072,18.95756809924532,4.0,48.13583755493164,26.107820292544552,12588400,-0.010744827084575099,0.02004013392726072
2022-06-26,99.28813559322036,21.330370370370368,18.95756809924532,4.0,51.11754608154297,28.684956721093346,12420600,0.015241815036968176,0.018046056150986926
2022-07-03,92.4406779661017,15.997777777777776,15.16605447939626,2.666666666666667,50.89870071411133,28.495805312230388,11612400,-0.0006414550225507607,0.01949699449740708
2022-07-10,87.30508474576271,15.997777777777776,18.95756809924532,2.666666666666667,49.70875930786133,27.46732069728023,12439800,-0.00589502357122255,0.01879979677426605
2022-07-17,97.57627118644068,21.330370370370368,18.95756809924532,2.666666666666667,52.07952880859375,29.516413151992317,10265600,0.009527569506378359,0.01671690464618922
2022-07-24,94.15254237288136,18.664074074074072,15.16605447939626,1.3333333333333337,52.22998046875,29.646450830277715,9630600,0.0007175730803623199,0.01827484299426362
2022-07-31,89.01694915254238,18.664074074074072,18.95756809924532,2.666666666666667,52.913856506347656,30.237535382431286,8997800,0.00262480048017614,0.01628302767766846
2022-08-07,99.28813559322036,21.330370370370368,26.54059533894345,2.666666666666667,47.05075073242188,25.169963103127635,32211800,-0.021483298694331576,0.02529603482440242
2022-08-14,100.0,18.664074074074072,18.95756809924532,2.666666666666667,49.27571868896485,27.093037046132157,20275800,0.00938566685608308,0.0340483104549772
2022-08-21,100.0,18.664074074074072,26.54059533894345,2.666666666666667,47.92350387573242,25.924297035731115,17062000,-0.00547302732728216,0.032552267463427
2022-08-28,100.0,15.997777777777776,18.95756809924532,1.3333333333333337,49.82118606567383,27.564492869045626,18692600,0.008034350089484322,0.033639231489319424
2022-09-04,92.4406779661017,21.330370370370368,22.749081719094388,2.666666666666667,46.86464309692383,25.009107418276972,33650800,-0.01213405004991214,0.02809305306790242
2022-09-11,95.86440677966102,21.330370370370368,18.95756809924532,2.666666666666667,49.74785232543945,27.501109392185626,8994400,0.01506235744845075,0.017465242728812176
2022-09-18,100.0,23.996666666666663,18.95756809924532,2.666666666666667,46.48877334594727,24.684237425457077,11339600,-0.013383376756385318,0.01819295430304446
2022-09-25,100.0,21.330370370370368,15.16605447939626,4.0,44.88903427124024,23.301558398045273,13306000,-0.006961322505235799,0.017004546335902822
2022-10-02,69.65517241379311,17.830925925925925,16.763225686012614,1.8333333333333333,45.66828155517578,23.975073781710325,14987200,0.0036644363858466403,0.016185564838888538
2022-10-09,90.55172413793105,23.774567901234565,16.763225686012614,1.8333333333333333,47.69889450073242,25.73016370668841,10778400,0.00889203773365662,0.01852510917158044
2022-10-16,100.0,41.60549382716049,16.763225686012614,1.8333333333333333,47.5797233581543,25.627162259689527,9140400,-0.0004792933268751999,0.01673665849950892
2022-10-23,100.0,29.71820987654321,16.763225686012614,1.8333333333333333,47.77223587036133,25.793553777751164,10552000,0.0008981117728176202,0.0161082901707679
2022-10-30,100.0,29.71820987654321,16.763225686012614,1.8333333333333333,49.9449577331543,27.671470620304454,16019400,0.0090288653804751,0.014963097520389861
2022-11-06,100.0,29.71820987654321,16.763225686012614,1.8333333333333333,51.526363372802734,29.038303778501255,17629600,0.006695679458772581,0.0170057482651521
2022-11-13,100.0,29.71820987654321,25.14483852901892,1.8333333333333333,51.09548568725586,28.665889583833597,14720000,-0.0014799926824316002,0.0195203359415667
2022-11-20,100.0,35.66185185185185,16.763225686012614,3.666666666666667,51.99848937988281,29.44636953035198,11084200,0.0035821933550591795,0.02107075797097388
2022-11-27,100.0,29.71820987654321,16.763225686012614,1.8333333333333333,54.4508171081543,31.5659540124916,6600400,0.0116219202132616,0.0205817262531246
2022-12-04,100.0,47.54913580246913,16.763225686012614,1.8333333333333333,58.168270111083984,34.77900568060893,14833800,0.013339292699226341,0.01920772613395742
2022-12-11,100.0,35.66185185185185,25.14483852901892,5.5,59.0896110534668,35.57533479344369,11715200,0.0032040535385219797,0.014681033805534779
2022-12-18,97.51724137931036,23.774567901234565,16.763225686012614,1.8333333333333333,61.04687881469727,37.267031350257646,16523600,0.006603127825152259,0.01173635931924014
2022-12-25,100.0,23.774567901234565,16.763225686012614,1.8333333333333333,61.42276382446289,37.59191453148305,15075000,0.00128848294830788,0.012042712235219641
2023-01-01,100.0,35.66185185185185,16.763225686012614,5.5,62.03698348999024,38.12279401250347,9142800,0.002511171763034325,0.011228242730882226
2023-01-08,100.0,47.54913580246913,25.14483852901892,3.666666666666667,63.54962921142578,39.43019691839058,11676200,0.0060804497272198,0.0103959203153981
2023-01-15,100.0,47.54913580246913,25.14483852901892,3.666666666666667,62.48619842529297,38.5110573734875,13270200,-0.0032428290759836395,0.01177498629593578
2023-01-22,100.0,53.492777777777775,25.14483852901892,3.666666666666667,64.67724609375,40.40481349105304,14620400,0.0086732254243797,0.01178872274280505
2023-01-29,100.0,53.492777777777775,25.14483852901892,3.666666666666667,63.29752731323242,39.21230137972812,14534600,-0.00428925951601572,0.01114722590791988
2023-02-05,100.0,47.54913580246913,25.14483852901892,3.666666666666667,62.701637268066406,38.69726447082133,22202000,-0.0015326356649433812,0.0132402378921056
2023-02-12,100.0,47.54913580246913,25.14483852901892,3.666666666666667,63.96217346191406,39.78676524384323,13005000,0.0040016087175826125,0.0164074383213659
2023-02-19,100.0,53.492777777777775,25.14483852901892,1.8333333333333333,64.9201889038086,40.61479268931074,10846400,0.0031235916145638597,0.0159973303547911
2023-02-26,100.0,53.492777777777775,25.14483852901892,3.666666666666667,64.90643310546875,40.60290334174743,6430400,-3.34494382110747e-05,0.016600375041449175
2023-03-05,86.33870967741936,61.19698005698005,22.37673371289156,1.5555555555555556,66.41908264160156,41.91030954473591,10210200,0.00467874742736636,0.017069431210120202
2023-03-12,99.37096774193547,66.76034188034187,22.37673371289156,3.111111111111111,64.76432800292969,40.4800797212736,18603200,-0.005008518756938461,0.0118490383624838
2023-03-19,100.0,66.76034188034187,22.37673371289156,3.111111111111111,63.91633605957031,39.74714727370435,17522800,-0.00256116474109494,0.01182605881175082
2023-03-26,100.0,61.19698005698005,22.37673371289156,3.111111111111111,70.57838439941406,45.50525787107944,13105200,0.02010653916943916,0.013536506815661
2023-04-02,83.08064516129033,55.63361823361823,22.37673371289156,4.666666666666667,73.53089141845703,48.05715498859187,10158400,0.008234275829484699,0.014151117518457202
2023-04-09,89.5967741935484,55.63361823361823,14.917822475261037,3.111111111111111,73.63253784179688,48.14500955186754,9969000,0.0003644487956362,0.013620782075855126
2023-04-16,100.0,83.45042735042735,22.37673371289156,3.111111111111111,77.90190887451172,51.835092441325855,17288600,0.01144385477577338,0.01357106564015586
2023-04-23,94.48387096774194,66.76034188034187,22.37673371289156,3.111111111111111,79.77320861816406,53.452485521521155,16230800,0.005042902071363839,0.013903951120842278
2023-04-30,96.11290322580646,66.76034188034187,22.37673371289156,3.111111111111111,77.2042007446289,51.23205259958144,11399800,-0.006464303560227619,0.0165222628215895
2023-05-07,94.48387096774194,61.19698005698005,22.37673371289156,3.111111111111111,75.42530059814453,49.694521908925424,15609000,-0.00443299066054588,0.01787489503419766
2023-05-14,89.5967741935484,72.3237037037037,22.37673371289156,1.5555555555555556,79.13557434082031,52.90136843225236,13510800,0.0097247194678012,0.02018959704273362
2023-05-21,100.0,77.88706552706552,22.37673371289156,1.5555555555555556,78.79828643798828,52.60984532275342,9175400,-0.00080920219300826,0.018711686169364382
2023-05-28,100.0,83.45042735042735,22.37673371289156,1.5555555555555556,75.30054473876953,49.586693505511484,19631600,-0.00889187381281996,0.01693528485891406
2023-06-04,100.0,72.3237037037037,22.37673371289156,1.5555555555555556,72.6067886352539,47.25843877436059,10226000,-0.00902384211479205,0.01753255982780805
2023-06-11,100.0,77.88706552706552,22.37673371289156,3.111111111111111,73.02725219726562,47.62185188227067,11883000,0.0012538688740643602,0.0143463140288973
2023-06-18,100.0,77.88706552706552,22.37673371289156,1.5555555555555556,74.52430725097656,48.91577953483241,11970800,0.0041262710116941395,0.014170347868275802
2023-06-25,100.0,77.88706552706552,22.37673371289156,1.5555555555555556,73.4985580444336,48.029208757325456,10869400,-0.003452323491625625,0.0135832538086114
2023-07-02,100.0,72.3237037037037,22.37673371289156,1.5555555555555556,74.77381134033203,49.13142974745753,11964200,0.00355476695621422,0.01146640033360934
2023-07-09,100.0,72.3237037037037,22.37673371289156,1.5555555555555556,72.53286743164062,47.19454754388862,8355400,-0.0075547306777640245,0.012522962371952825
2023-07-16,100.0,66.76034188034187,22.37673371289156,1.5555555555555556,73.9929428100586,48.4565130957075,14096400,0.00417019409868908,0.01310367747783438
2023-07-23,81.45161290322581,61.19698005698005,22.37673371289156,1.5555555555555556,76.54347229003906,50.6609748585799,11377800,0.00685653055814772,0.014006947948938059
2023-07-30,83.08064516129033,61.19698005698005,22.37673371289156,1.5555555555555556,72.92098236083984,47.530001232126786,12125200,-0.0095699218370357,0.01578862253075854
2023-08-06,76.06172839506172,51.60859449192783,17.157550284668666,1.2777777777777777,72.35728454589844,47.04278856173547,11338400,-0.0014572424350772803,0.01586393723322528
2023-08-13,76.06172839506172,56.30028490028489,34.31510056933733,1.2777777777777777,83.90858459472656,57.02675442803188,38497000,0.0324762084860281,0.03600606661940718
2023-08-20,74.81481481481481,51.60859449192783,22.87673371289156,1.2777777777777777,85.02238464355469,57.989428899509,19061000,0.00275149154850488,0.04141688725840522
2023-08-27,73.5679012345679,65.68366571699904,28.595917141114448,1.2777777777777777,86.55449676513672,59.3136569137199,14131000,0.00373415913988644,0.04113437131127018
2023-09-03,63.5925925925926,56.30028490028489,40.03428399756022,1.2777777777777777,87.8916015625,60.469337105569,14769200,0.0031634177449600606,0.040951596241531364
2023-09-10,68.58024691358024,65.68366571699904,40.03428399756022,1.2777777777777777,90.71902465820312,62.91312226894911,15901600,0.0079798787454954,0.02827412919836845
2023-09-17,64.8395061728395,60.99197530864197,40.03428399756022,1.2777777777777777,88.41159057617188,60.91877158838946,30088400,-0.00502803467703752,0.01490118509596924
2023-09-24,79.80246913580247,65.68366571699904,34.31510056933733,1.2777777777777777,84.77632904052734,57.776759266528146,24528900,-0.00820438820618922,0.01593591339710096
2023-10-01,74.81481481481481,60.99197530864197,28.595917141114448,1.2777777777777777,84.44206237792969,57.487847461319305,15713900,-0.0007800612300520998,0.01504084597099544
2023-10-08,74.81481481481481,56.30028490028489,28.595917141114448,1.2777777777777777,85.53773498535156,58.434854107055756,25388200,0.002871700692722,0.01651449517891318
2023-10-15,73.5679012345679,56.30028490028489,40.03428399756022,1.2777777777777777,94.8417739868164,66.47647776990394,42645200,0.02109430086956536,0.01978749397342622
2023-10-22,79.80246913580247,75.0670465337132,34.31510056933733,1.2777777777777777,89.40977478027344,61.781517511350515,22418200,-0.011677879364719012,0.02133193338124304
2023-10-29,73.5679012345679,60.99197530864197,28.595917141114448,1.2777777777777777,86.81912994384766,59.542383430403845,15322800,-0.00578596733883912,0.021119288630592762
2023-11-05,92.2716049382716,65.68366571699904,34.31510056933733,1.2777777777777777,91.15544128417967,63.29032385481529,20230600,0.01003999570980012,0.02173268641281098
2023-11-12,79.80246913580247,70.37535612535612,34.31510056933733,6.388888888888888,93.95966339111328,65.71405604762413,25931900,0.00619229991396802,0.020816931746158698
2023-11-19,79.80246913580247,60.99197530864197,34.31510056933733,2.555555555555556,94.14537048339844,65.87456553683026,29818700,0.0006365191716080603,0.0190247810705996
2023-11-26,82.29629629629629,60.99197530864197,28.595917141114448,2.555555555555556,97.9152603149414,69.13293916046764,15997000,0.009939440690092024,0.01997946750914295
2023-12-03,76.06172839506172,60.99197530864197,28.595917141114448,2.555555555555556,93.22611236572266,65.08003664134702,19796900,-0.00971259662308982,0.01959281229665678
2023-12-10,86.03703703703704,65.68366571699904,28.595917141114448,2.555555555555556,89.7347640991211,62.062410766011936,15940700,-0.007565529959981661,0.016964696532092878
2023-12-17,93.51851851851852,70.37535612535612,28.595917141114448,2.555555555555556,90.16189575195312,62.43158720712796,25130200,0.0010453743028157995,0.01638868207700796
2023-12-24,71.07407407407408,56.30028490028489,28.595917141114448,1.2777777777777777,95.3710479736328,66.93393739747457,19431500,0.01134905859271438,0.01443491095479508
2023-12-31,73.5679012345679,65.68366571699904,34.31510056933733,2.555555555555556,96.05816650390624,67.52782448579808,8542300,0.0018070226454482245,0.013080290102498875
2024-01-07,92.40425531914894,75.15513498846832,24.93935754952667,1.7777777777777777,98.40740203857422,69.55830480324036,19811000,0.0063009422244656495,0.013970564823358175
2024-01-14,92.40425531914894,67.63962148962149,24.93935754952667,1.7777777777777777,99.50308227539062,70.50531804317957,19893000,0.0022798802231899,0.01443513415114396
2024-01-21,98.85106382978724,67.63962148962149,33.25247673270223,1.7777777777777777,99.31736755371094,70.34480195977069,12756100,-0.00044661772860950005,0.01369165171033425
2024-01-28,88.1063829787234,67.63962148962149,24.93935754952667,1.7777777777777777,100.34806060791016,71.23564578066144,21918900,0.0021366592892759204,0.01322779053811646
2024-02-04,85.95744680851064,67.63962148962149,41.565595915877786,1.7777777777777777,105.57577514648438,75.75403966630564,33711600,0.010471839560508041,0.015653968054259677
2024-02-11,83.80851063829788,67.63962148962149,33.25247673270223,1.7777777777777777,112.53987884521484,81.77322134486721,31050400,0.012999343607955679,0.01732636140325542
2024-02-18,100.0,75.15513498846832,24.93935754952667,1.7777777777777777,115.14910125732422,84.02841230951698,25736100,0.004713166127793959,0.01749131391797214
2024-02-25,92.40425531914894,75.15513498846832,41.565595915877786,1.7777777777777777,114.62911224365234,83.57897782669652,16536700,-0.0009578796844129998,0.018978367857512002
2024-03-03,100.0,90.18616198616198,33.25247673270223,1.7777777777777777,115.35337829589844,84.20497208822344,26203400,0.0014301199838386597,0.0193929637765294
2024-03-10,100.0,82.67064848731515,49.87871509905334,1.7777777777777777,123.56173706054688,91.29958251113241,47892000,0.01470525330516428,0.021996010498907877
2024-03-17,100.0,90.18616198616198,33.25247673270223,1.7777777777777777,122.91173553466795,90.73777621920131,26209100,-0.0009021278252209202,0.027283304051204837
2024-03-24,100.0,90.18616198616198,33.25247673270223,1.7777777777777777,120.42229461669922,88.58611423777066,22474500,-0.00406992348435056,0.026663701474677635
2024-03-31,100.0,82.67064848731515,24.93935754952667,1.7777777777777777,120.08561706542967,88.29511866449194,15135900,-0.0006834912742810502,0.0258272838917002
2024-04-07,100.0,90.18616198616198,33.25247673270223,1.7777777777777777,117.71009063720705,86.24191472436348,20008500,-0.0039014377178525996,0.0241773256269976
2024-04-14,100.0,90.18616198616198,24.93935754952667,1.7777777777777777,116.44750213623048,85.15064011080108,15018700,-0.00209212522614286,0.0117487255054865
2024-04-21,100.0,90.18616198616198,24.93935754952667,1.7777777777777777,114.7640609741211,83.6956160849882,17040400,-0.00288045565398278,0.00974158357361544
2024-04-28,100.0,90.18616198616198,24.93935754952667,1.7777777777777777,118.635986328125,87.04218057624166,17391900,0.00679599575127712,0.01269478854669584
2024-05-05,100.0,90.18616198616198,33.25247673270223,1.7777777777777777,115.0820541381836,83.97046245572528,29322400,-0.005893439709977201,0.0142496887105272
2024-05-12,100.0,75.15513498846832,24.93935754952667,1.7777777777777777,120.10431671142578,88.31128105543907,17319500,0.008631395166416339,0.015270156656796619
2024-05-19,100.0,90.18616198616198,24.93935754952667,1.7777777777777777,123.3496322631836,91.11625708040157,18270100,0.00546759189502954,0.01652621122777008
2024-05-26,100.0,100.0,33.25247673270223,1.7777777777777777,127.23088073730467,94.47087968741896,15870400,0.00625172602254708,0.01567489409954386
2024-06-02,100.0,97.7016754850088,24.93935754952667,1.7777777777777777,126.52010345458984,93.85654397635899,12518300,-0.0013174629970093997,0.0155976133686171
2024-06-09,76.70886075949366,89.77777777777777,27.00198138616178,1.3888888888888888,133.62799072265625,100.0,21235000,0.011047645130040121,0.01312054369041728
2024-06-16,84.37974683544303,78.55555555555554,27.00198138616178,1.3888888888888888,133.27259826660156,99.69282884736865,17015400,-0.0004997478519616275,0.01231010673826846
2024-06-23,84.37974683544303,84.16666666666666,20.251486039621334,1.3888888888888888,132.76754760742188,99.25630581353818,12040200,-0.0009137036615366498,0.0116865532904931
2024-06-30,76.70886075949366,72.94444444444444,27.00198138616178,1.3888888888888888,133.4970703125,99.88684348076178,18919100,0.0012674987450736596,0.012865601695433581
2024-07-07,81.82278481012658,84.16666666666666,20.251486039621334,1.3888888888888888,133.1510009765625,99.58773044389436,21150600,-0.0003864126841587757,0.01470155036397045
2024-07-14,70.31645569620252,72.94444444444444,20.251486039621334,1.3888888888888888,132.87979125976562,99.3533197244375,17249100,-0.0002742780442093605,0.01594070763678252
2024-07-21,77.9873417721519,84.16666666666666,20.251486039621334,1.3888888888888888,123.02227783203124,90.83331962288676,25436700,-0.01507919278738668,0.01842494281527718
2024-07-28,76.70886075949366,72.94444444444444,20.251486039621334,1.3888888888888888,118.52375793457033,86.94517985374785,17272200,-0.00732872238683682,0.020105352278872703
2024-08-04,69.0379746835443,78.55555555555554,20.251486039621334,1.3888888888888888,119.23454284667967,87.55952215901056,19505500,0.0014276276326087606,0.01989934268283776
2024-08-11,72.87341772151899,78.55555555555554,27.00198138616178,1.3888888888888888,124.82730865478516,92.39343545797118,44568000,0.010730327619706182,0.026728620934289783
2024-08-18,79.26582278481013,78.55555555555554,27.00198138616178,1.3888888888888888,126.62755584716795,93.94941672792955,13941400,0.0030991915887805996,0.033838381520598856
2024-08-25,76.70886075949366,78.55555555555554,27.00198138616178,1.3888888888888888,128.5801544189453,95.6370776326588,11035200,0.00308691349460116,0.03243858993210958
2024-09-01,93.32911392405065,78.55555555555554,27.00198138616178,2.7777777777777777,130.63601684570312,97.4139910716473,12143900,0.0032547064647410404,0.03182312876002556
2024-09-08,100.0,84.16666666666666,20.251486039621334,1.3888888888888888,123.10725402832033,90.90676585314758,9596700,-0.014670725264841224,0.029216481975332276
2024-09-15,76.70886075949366,78.55555555555554,20.251486039621334,1.3888888888888888,128.6083221435547,95.66142342922215,12603800,0.00895618985348692,0.01681311712423522
2024-09-22,79.26582278481013,67.33333333333333,20.251486039621334,1.3888888888888888,119.69961547851562,87.9614915704163,20484200,-0.013871031117985882,0.0177930604659189
2024-09-29,80.54430379746834,72.94444444444444,27.00198138616178,1.3888888888888888,113.36306762695312,82.48471603928708,29012400,-0.01062599833981886,0.02246306677468862
2024-10-06,67.75949367088607,72.94444444444444,20.251486039621334,1.3888888888888888,108.06854248046876,77.90857672013655,27420400,-0.00950672219880396,0.0220032134967042
2024-10-13,72.87341772151899,72.94444444444444,20.251486039621334,1.3888888888888888,112.68717193603516,81.90052902321294,19051800,0.00847182954944046,0.021261133679077178
2024-10-20,90.77215189873417,100.0,27.00198138616178,1.3888888888888888,110.85660552978516,80.3183423915149,15301700,-0.00324706489782368,0.01928653953192386
2024-10-27,85.65822784810126,78.55555555555554,20.251486039621334,1.3888888888888888,106.4351043701172,76.49677109916558,20235500,-0.008099667546896661,0.012771883275137499
2024-11-03,75.43037974683544,72.94444444444444,27.00198138616178,1.3888888888888888,105.08332824707033,75.32841025542282,37718600,-0.0025214305780384026,0.01026073650737978
2024-11-10,69.87197928653623,69.59477124183006,25.00180126014708,1.1944444444444444,100.63365173339844,71.48248657230735,38449700,-0.0083715741478998,0.01218674433672182
2024-11-17,78.21490218642116,69.59477124183006,25.00180126014708,1.1944444444444444,95.50809478759766,67.05238906152329,25777700,-0.01024858699034804,0.0140069611534961
2024-11-24,65.70051783659378,73.94444444444444,25.00180126014708,1.1944444444444444,98.6247329711914,69.7461472628569,34411800,0.0067212280754592405,0.01792997071130552
2024-12-01,76.12917146144993,65.24509803921568,20.00144100811766,1.1944444444444444,100.25817108154295,71.15795288382783,17821700,0.004142329265645801,0.02011523608445475
2024-12-08,73.00057537399309,60.8954248366013,20.00144100811766,1.1944444444444444,103.9849853515625,74.37909563872289,24222700,0.0073646305475849605,0.0197671314137553
2024-12-15,67.786248561565,69.59477124183006,25.00180126014708,1.1944444444444444,100.3989715576172,71.27964889563097,25977500,-0.006836137067341821,0.0180840691885998
2024-12-22,68.82911392405062,60.8954248366013,60.00432302435298,1.1944444444444444,79.79348754882812,53.47001291243812,73630100,-0.04222296076596778,0.022208727543925243
2024-12-29,91.77215189873417,86.99346405228758,30.00216151217649,2.388888888888889,82.018310546875,55.39296156559034,36128100,0.00713795109157485,0.04276600452106288
2025-01-05,84.47209436133485,78.29411764705881,30.00216151217649,2.388888888888889,82.28115844726562,55.620145038830124,18651700,0.0008837834640974995,0.04241632773426093
2025-01-12,82.38636363636363,78.29411764705881,25.00180126014708,1.1944444444444444,80.97630310058594,54.49233854201716,36234700,-0.0037323789912840745,0.04276207587622648
2025-01-19,76.12917146144993,73.94444444444444,30.00216151217649,1.1944444444444444,73.86998748779297,48.35024092414323,57716500,-0.01782968871171358,0.043310421955008914
2025-01-26,77.17203682393554,73.94444444444444,40.00288201623532,2.388888888888889,82.58155822753906,55.87978517801923,47865900,0.0288371016778382,0.04130679860787095
2025-02-02,83.42922899884924,82.6437908496732,30.00216151217649,2.388888888888889,79.27716827392578,53.023750241141755,39584200,-0.008039229938292859,0.029114175832311302
2025-02-09,79.25776754890677,78.29411764705881,25.00180126014708,1.1944444444444444,81.12650299072266,54.62215861161172,48716600,0.00483158761951416,0.02979280952620652
2025-02-16,90.72928653624857,91.34313725490196,30.00216151217649,1.1944444444444444,73.10021209716797,47.68491224319578,41713900,-0.02054499268844676,0.02967247377275022
2025-02-23,82.38636363636363,100.0,25.00180126014708,1.1944444444444444,82.684814453125,55.96903111807576,34804200,0.0315438030600623,0.03049223114617165
2025-03-02,75.08630609896431,82.6437908496732,25.00180126014708,1.1944444444444444,85.09739685058594,58.05426310097462,42246300,0.00588408759760242,0.0266934645840859
